6.677411198616027832e-01 1.164774294011294842e-03 2.962647378444671631e-01 5.596707575023174286e-03 1.088261976838111877e-02 3.967929631471633911e-03 8.266220800578594208e-03 3.885887330397963524e-03 6.308419397100806236e-04 1.599082374013960361e-03
1.791182905435562134e-01 3.426110604777932167e-03 1.305158622562885284e-02 1.182800857350230217e-03 5.119372159242630005e-03 8.781634824117645621e-05 5.939506809227168560e-04 1.612218184163793921e-04 7.971574068069458008e-01 1.013223882182501256e-04
6.533717513084411621e-01 8.639562875032424927e-03 2.756902249529957771e-03 5.889877866138704121e-05 1.048108912073075771e-03 8.902257832232862711e-05 2.099231642205268145e-05 1.377946464344859123e-04 3.337680399417877197e-01 1.088369826902635396e-04
2.249329239130020142e-01 3.658292815089225769e-03 6.970075964927673340e-01 9.191756136715412140e-03 2.602399699389934540e-02 7.297941017895936966e-03 3.951176535338163376e-03 2.365070022642612457e-02 2.612185897305607796e-03 1.673544058576226234e-03
9.396292567253112793e-01 1.650272682309150696e-02 1.446274016052484512e-02 3.306885773781687021e-04 9.489982388913631439e-03 1.445127563783898950e-04 8.345901005668565631e-05 2.814392209984362125e-04 1.897335425019264221e-02 1.018569673760794103e-04
8.335771560668945312e-01 2.785070333629846573e-03 1.157722249627113342e-01 3.693048784043639898e-04 2.074435818940401077e-03 1.073364910553209484e-04 2.290729607921093702e-04 1.059318092302419245e-04 4.494745656847953796e-02 3.211146395187824965e-05
4.913945496082305908e-01 1.760690589435398579e-03 2.281626015901565552e-01 1.894326508045196533e-02 1.204772517085075378e-01 4.928917158395051956e-03 3.119009360671043396e-02 1.169390138238668442e-02 7.356066256761550903e-02 1.788818836212158203e-02
9.086509943008422852e-01 1.267948653548955917e-03 1.284904219210147858e-02 3.914517583325505257e-04 6.932159885764122009e-03 2.835496707120910287e-05 4.998674194212071598e-05 3.225025138817727566e-04 6.082395464181900024e-02 8.683560416102409363e-03
4.346677958965301514e-01 4.739657789468765259e-02 2.361431419849395752e-01 1.671955222263932228e-03 4.433308728039264679e-03 7.418817403959110379e-05 1.121237780898809433e-02 6.620841450057923794e-04 2.534895539283752441e-01 1.024902146309614182e-02
7.746537923812866211e-01 3.680586814880371094e-02 3.121531009674072266e-02 4.825486801564693451e-03 1.539570931345224380e-02 2.009930321946740150e-03 3.353160107508301735e-03 3.472292795777320862e-02 4.601847380399703979e-02 5.099944025278091431e-02
4.335107505321502686e-01 1.056597474962472916e-02 3.457231074571609497e-02 2.476787660270929337e-03 2.118929987773299217e-04 2.398883225396275520e-04 5.109008550643920898e-01 1.696648105280473828e-04 4.959484096616506577e-03 2.392309485003352165e-03
9.026312828063964844e-02 2.313224365934729576e-03 3.207844123244285583e-02 8.729784749448299408e-04 1.022625656332820654e-04 8.548946061637252569e-05 8.724330067634582520e-01 1.022264914354309440e-04 1.242173253558576107e-03 5.070435581728816032e-04
2.021533846855163574e-01 4.091362003237009048e-03 5.538100749254226685e-02 1.270631328225135803e-03 1.870975684141740203e-04 2.245278010377660394e-04 7.338161468505859375e-01 2.246434451080858707e-04 1.958990236744284630e-03 6.922013708390295506e-04
2.144259512424468994e-01 6.671212147921323776e-03 3.319109603762626648e-02 1.038243179209530354e-03 1.499617646913975477e-04 1.337371650151908398e-04 7.415410280227661133e-01 1.452326396247372031e-04 1.919473987072706223e-03 7.840465405024588108e-04
1.327752172946929932e-01 2.586422720924019814e-03 3.629677742719650269e-02 9.082714095711708069e-04 1.201702616526745260e-04 1.035386230796575546e-04 8.253607749938964844e-01 1.197336168843321502e-04 1.139493077062070370e-03 5.895448848605155945e-04
1.328825950622558594e-01 3.224778687581419945e-03 3.027006611227989197e-02 1.218213583342730999e-03 1.381798501824960113e-04 1.046380784828215837e-04 8.300518989562988281e-01 8.586371404817327857e-05 1.476830220781266689e-03 5.469263996928930283e-04
