-5.050781250000000000e+00 -1.703125000000000000e+00 -2.476562500000000000e+00 -1.317382812500000000e+00 1.383789062500000000e+00 -3.917968750000000000e+00 -3.312500000000000000e+00 -3.302734375000000000e+00 -1.582031250000000000e+00 2.160156250000000000e+00
-3.429687500000000000e+00 -3.714843750000000000e+00 -2.398437500000000000e+00 1.811523437500000000e+00 -1.739257812500000000e+00 -3.572265625000000000e+00 -3.824218750000000000e+00 5.263671875000000000e-01 -3.316406250000000000e+00 -2.998046875000000000e+00
-2.123046875000000000e+00 -1.649414062500000000e+00 -1.436523437500000000e+00 2.998046875000000000e+00 -9.282226562500000000e-01 -1.991210937500000000e+00 -2.994140625000000000e+00 -6.226562500000000000e+00 -4.800781250000000000e+00 -3.796875000000000000e+00
-4.644531250000000000e+00 -4.347656250000000000e+00 -1.427734375000000000e+00 -2.812500000000000000e+00 -1.892578125000000000e+00 1.204101562500000000e+00 -2.117187500000000000e+00 -1.672851562500000000e+00 -5.019531250000000000e+00 2.597656250000000000e-01
-2.673828125000000000e+00 -1.091796875000000000e+00 2.939453125000000000e+00 -1.159667968750000000e-01 -3.611328125000000000e+00 -3.804687500000000000e+00 -3.486328125000000000e+00 -5.515625000000000000e+00 -1.829101562500000000e+00 -2.539062500000000000e+00
1.896484375000000000e+00 -4.031250000000000000e+00 -1.484375000000000000e-01 -1.160156250000000000e+00 -1.632812500000000000e+00 -6.507812500000000000e+00 -4.937500000000000000e+00 -4.175781250000000000e+00 -8.239746093750000000e-02 -6.611328125000000000e-01
-1.353759765625000000e-01 -1.191406250000000000e+00 -4.695312500000000000e+00 1.026611328125000000e-01 -3.748046875000000000e+00 -6.941406250000000000e+00 -4.617187500000000000e+00 -4.085937500000000000e+00 1.285156250000000000e+00 2.675781250000000000e+00
2.273437500000000000e+00 -2.162109375000000000e+00 -2.068359375000000000e+00 -1.913085937500000000e+00 -3.308593750000000000e+00 -6.605468750000000000e+00 -4.539062500000000000e+00 -2.109375000000000000e+00 -6.167602539062500000e-02 1.475830078125000000e-01
-1.853515625000000000e+00 -2.125000000000000000e+00 -4.085937500000000000e+00 9.033203125000000000e-01 -4.109375000000000000e+00 -5.312500000000000000e+00 -1.601562500000000000e+00 -2.003906250000000000e+00 -1.619140625000000000e+00 7.832031250000000000e-01
-2.312500000000000000e+00 -3.025390625000000000e+00 -1.135742187500000000e+00 -2.832031250000000000e+00 3.935546875000000000e+00 -5.703125000000000000e+00 -2.238281250000000000e+00 -4.340820312500000000e-01 -3.882812500000000000e+00 -3.388671875000000000e+00
3.019531250000000000e+00 -1.114257812500000000e+00 -2.919921875000000000e+00 -4.246093750000000000e+00 -3.126953125000000000e+00 -5.488281250000000000e+00 -8.109375000000000000e+00 -2.007812500000000000e+00 7.709960937500000000e-01 1.483398437500000000e+00
-1.455078125000000000e+00 2.883300781250000000e-01 -4.101562500000000000e+00 -1.110351562500000000e+00 3.576660156250000000e-01 -4.230468750000000000e+00 -2.712890625000000000e+00 -3.669921875000000000e+00 -1.597656250000000000e+00 5.756835937500000000e-01
1.209960937500000000e+00 -2.492187500000000000e+00 -2.160156250000000000e+00 -3.130859375000000000e+00 8.032226562500000000e-01 -6.097656250000000000e+00 -5.664062500000000000e+00 1.104492187500000000e+00 -2.007812500000000000e+00 -2.652343750000000000e+00
-4.660156250000000000e+00 -4.195312500000000000e+00 -4.694824218750000000e-01 4.437500000000000000e+00 -2.933593750000000000e+00 -3.542968750000000000e+00 -4.099121093750000000e-01 -5.671875000000000000e+00 -1.230468750000000000e+00 -3.490234375000000000e+00
-2.908203125000000000e+00 -5.156250000000000000e-01 -5.488281250000000000e-01 -2.869140625000000000e+00 9.389648437500000000e-01 -3.496093750000000000e+00 -2.988281250000000000e+00 -4.074218750000000000e+00 -1.879882812500000000e+00 -6.342773437500000000e-01
-2.822265625000000000e+00 -5.141601562500000000e-01 -3.089843750000000000e+00 -2.937500000000000000e+00 -2.390625000000000000e+00 -3.861328125000000000e+00 -7.832031250000000000e-01 -2.294921875000000000e+00 -1.924804687500000000e+00 1.728515625000000000e+00
7.822265625000000000e-01 1.810302734375000000e-01 -5.667968750000000000e+00 5.698242187500000000e-01 -1.464843750000000000e+00 -3.283203125000000000e+00 -6.597656250000000000e+00 -4.300781250000000000e+00 -3.613281250000000000e+00 1.394042968750000000e-01
-4.593750000000000000e+00 -5.722656250000000000e+00 7.841796875000000000e-01 2.785156250000000000e+00 1.144409179687500000e-01 -1.251953125000000000e+00 -2.318359375000000000e+00 -4.503906250000000000e+00 -5.117187500000000000e+00 -3.392578125000000000e+00
6.362304687500000000e-01 -3.535156250000000000e+00 1.398437500000000000e+00 -5.385742187500000000e-01 -2.125000000000000000e+00 -3.910156250000000000e+00 -3.535156250000000000e+00 -1.599609375000000000e+00 -4.691406250000000000e+00 -4.179687500000000000e+00
-1.707031250000000000e+00 -3.037109375000000000e+00 -1.650390625000000000e-01 -3.503906250000000000e+00 1.542968750000000000e-01 -4.656250000000000000e+00 -2.669921875000000000e+00 1.280273437500000000e+00 -1.244140625000000000e+00 -1.954650878906250000e-02
-1.180664062500000000e+00 -5.737304687500000000e-01 1.429687500000000000e+00 -2.785156250000000000e+00 -9.692382812500000000e-01 -4.562500000000000000e+00 -5.843750000000000000e+00 -2.970703125000000000e+00 -3.320312500000000000e+00 1.859375000000000000e+00
